gpa,gre,camp,grade
4,155,1,81
3.39,148,0,57
3.13,148,1,66
3.44,150,0,64
3.95,156,0,74
3.66,154,1,80
3.32,136,0,59
3.43,149,1,74
3.8,143,1,75
3.53,157,0,69
3.19,149,0,54
3.95,152,1,84
3.42,134,1,67
3.48,148,0,62
3.22,152,0,66
3.4,155,1,74
3.64,154,0,67
3.3,157,0,62
3.62,158,0,69
3.5,152,0,72
3.57,156,0,71
3.82,154,0,69
3.24,142,0,56
3.03,137,1,63
3.03,149,0,65
3.51,155,0,68
3.46,152,1,72
3.54,157,1,77
3.78,163,0,75
3.86,151,0,79
3.89,154,1,78
3.7,143,1,79
3.83,152,1,75
3.66,169,0,69
3.49,157,1,81
3.49,161,0,66
3.41,151,1,70
3.51,149,0,58
3.07,141,1,66
3.78,158,0,73
3.79,149,0,61
3.73,157,1,73
3.04,143,1,61
3.61,150,1,79
3.57,152,0,59
3.82,144,1,74
3.5,145,1,69
3.88,153,1,76
3.27,152,0,56
3.49,152,1,83
3.85,151,0,67
3.44,150,1,73
3.46,145,1,68
3.52,156,0,64
3.32,155,1,73
3.65,151,1,76
3.3,141,1,64
3.45,157,0,68
3.61,152,1,78
3.15,157,0,65
3.42,151,0,66
3.12,149,1,66
3.37,148,1,78
3.07,154,1,71
3.86,169,0,84
3.21,147,1,74
3.7,153,0,68
3.51,151,1,83
3.46,165,0,72
3.67,149,0,71
3.74,155,0,72
3.81,150,1,83
3.84,165,0,74
3.26,154,1,79
3.23,153,0,59
3.73,155,0,74
3.26,147,1,69
3.5,165,0,75
3.47,157,0,70
3.4,147,1,70
3.03,144,1,64
3.47,154,0,62
3.28,140,1,70
3.37,144,1,73
2.88,141,1,56
3.46,157,0,65
3.55,149,1,77
3.39,150,0,60
3.36,152,1,71
3.02,143,1,58
3.8,147,1,72
3.34,164,0,69
3.52,144,1,72
3.1,144,1,66
3.35,155,0,63
3.36,153,0,61
3.64,163,0,67
3.81,153,1,80
3.42,144,1,78
3.39,150,1,79
3.3,147,1,77
3.48,151,0,57
3.25,141,1,65
3.49,149,1,72
3.5,147,1,69
3.52,155,0,67
3.47,151,0,66
3.47,150,0,61
3.52,141,0,64
3.4,156,1,83
3.68,148,0,71
3.41,142,1,64
3.22,151,1,70
3.64,165,0,77
3.37,158,0,69
3.59,153,1,81
3.5,163,0,69
3.37,153,1,82
3.22,149,1,77
3.76,146,1,83
3.32,145,0,55
3.75,150,0,73
3.01,140,0,53
3.54,145,1,65
3.92,149,0,66
3.41,143,1,63
3.31,154,1,76
3.59,142,1,80
3.11,148,1,79
3.42,159,1,79
3.7,154,1,74
3.66,147,1,81
3.25,152,0,58
3.94,151,0,68
3.44,169,0,72
3.74,150,0,68
3.64,161,1,84
3.56,135,0,61
3.7,160,0,69
3.58,156,1,76
3.19,146,1,69
3.56,142,1,68
3.22,140,0,61
3.07,149,0,62
3.63,144,1,78
3.28,153,0,74
3.68,162,0,74
3.64,157,0,73
3.36,148,0,67
3.76,153,0,68
3.33,144,1,69
3.35,143,1,67
3.05,142,1,74
3.09,159,1,89
3.69,156,1,83
3.56,138,0,71
3.22,162,1,88
3.55,143,0,65
3.87,147,1,72
3.59,152,0,68
3.35,163,1,83
3.57,146,1,73
3.8,149,1,86
3.59,141,1,67
3.6,142,1,74
3.53,149,0,71
3.32,145,1,72
3.34,140,1,71
3.62,145,1,73
3.29,147,1,65
3.61,145,1,72
3.61,152,1,70
3.61,136,1,72
3.57,160,0,70
3.64,149,1,71
3.64,159,1,75
3.57,151,0,61
3.36,160,1,75
3.75,161,0,80
3.58,143,0,61
3.68,147,0,75
3.56,143,0,59
3.34,149,0,58
3.73,157,0,74
3.31,152,1,71
3.37,148,1,70
3.41,158,0,71
3.81,150,0,68
2.99,147,1,67
3.34,155,1,72
3.86,150,0,75
3.54,151,0,61
3.55,156,0,64
3.61,143,0,66
2.84,141,1,64
3.56,153,1,78
3.57,148,0,60
3.11,148,0,72
3.42,147,1,72
3.95,146,1,72
3.67,140,1,74
3.4,162,0,68
3.53,158,0,83
3.31,151,0,66
3.55,154,1,75
3.68,152,0,71
3.4,149,0,59
3.45,144,0,56
3.58,153,1,81
3.56,148,0,65
3.57,155,0,67
3.68,156,0,66
3.61,161,0,78
2.93,154,1,77
3.32,146,0,66
3.53,155,0,66
3.94,157,1,78
3.98,152,1,78
3.62,143,0,67
3.39,148,1,75
3.59,156,1,73
3.71,134,1,74
3.69,160,1,82
3.35,155,0,67
3.63,145,1,77
3.23,147,0,63
3.39,147,0,61
3.92,156,0,69
3.97,153,0,68
3.8,153,0,68
3.81,141,1,76
3.31,153,1,76
3.54,151,1,75
3.42,144,1,74
3.13,147,0,59
3.59,154,1,71
3.48,145,1,71
3.39,152,0,56
3.8,148,1,78
3.8,156,0,72
3.91,166,0,76
3.4,137,1,64
3.43,144,0,61
3.65,156,1,79
3.82,153,0,72
3.57,156,0,71
3.55,160,1,73
3.81,151,0,58
3.21,147,1,73
3.3,151,1,71
3.71,150,0,66
2.93,143,1,62
3.67,147,0,68
3.9,142,0,62
3.55,153,0,68
3.27,156,1,77
2.98,155,1,74
3.38,147,0,69
3.32,151,0,60
3.69,147,1,78
3.88,152,0,65
3.96,146,0,69
3.11,152,0,58
3.46,149,1,60
3.33,139,1,70
3.22,145,1,66
3.53,149,1,70
3.29,156,0,63
3.93,154,1,85
3.21,149,1,80
3.6,159,0,77
3.04,143,1,68
3.26,152,0,66
3.33,152,0,69
3.9,141,1,77
3.18,149,0,63
3.3,145,1,67
3.68,158,0,77
3.71,156,0,71
3.76,149,1,75
3.45,148,1,70
3.76,158,0,69
3.25,148,0,65
3.12,156,0,61
3.09,149,1,75
3.48,153,0,68
3.58,156,0,69
3.37,167,1,82
3.69,158,1,85
3.08,157,1,75
3.69,155,1,75
3.45,156,0,65
3.04,155,1,78
3.06,150,1,69
3.46,149,0,61
3.55,154,1,71
3.43,149,1,75
3.27,144,1,75
3.73,147,1,76
3.48,140,1,69
3.54,152,0,67
3,149,1,72
3.39,153,1,79
3.71,153,0,77
3.6,138,1,68
3.77,158,0,74
3.21,149,0,65
3.54,143,0,58
2.98,147,1,68
3.32,156,0,66
3.29,149,0,53
3.3,143,0,52
3.32,144,0,61
3.11,150,1,68
3.99,162,0,80
3.57,139,1,76
3.61,152,1,76
3.36,153,0,62
3.88,150,1,83
3.73,155,0,70
3.71,141,1,64
3.79,145,1,72
3.55,147,1,78
3.5,140,1,73
3.3,153,1,69
3.12,161,1,73
3.4,150,0,62
3.85,154,0,76
3.37,147,1,76
3.58,148,0,67
3.73,160,0,68
3.66,146,1,71
3.04,145,1,65
3.39,160,0,70
3.72,150,1,74
3.66,149,0,66
3.44,148,1,82
3.65,152,1,77
3.67,143,1,70
3.82,155,1,78
3.68,162,0,79
3.34,151,1,73
3.39,145,0,61
3.65,148,0,64
3.21,140,1,66
3.49,149,1,70
3.4,159,0,64
3.32,145,1,69
3.82,158,0,70
3.35,139,0,56
3.01,153,1,72
3.73,152,0,67
3.24,152,1,65
3.85,154,1,67
3.3,148,1,70
3.25,142,1,74
3.35,148,0,61
3.58,160,1,79
3.43,148,0,64
3.25,139,1,58
3.54,160,0,65
3.47,166,0,80
3.09,141,1,54
3.44,141,0,67
3.34,156,0,66
3.85,147,0,64
3.5,155,0,71
3.77,170,0,79
3.53,157,1,86
3.55,155,0,67
3.2,140,1,69
3.6,149,1,82
3.41,145,1,71
3.61,151,0,68
3.15,148,1,72
3.67,150,1,85
3.58,145,0,64
3.49,157,1,87
3.44,151,1,67
3.22,146,0,61
3.11,150,0,62
3.61,153,0,65
3.64,154,0,68
3.43,157,0,68
3.33,149,1,77
3.55,152,0,66
3.45,146,1,77
3.52,155,1,78
3.56,146,1,77
3.32,154,0,69
3.59,143,1,81
3.44,150,0,68
3.48,143,1,79
3.66,155,0,66
3.5,160,1,77
3.74,147,0,65
3.6,152,0,71
3.24,151,1,72
3.55,157,1,76
3.56,161,0,73
3.48,139,1,69
3.08,142,1,62
3.62,147,1,73
3.74,151,0,64
3.9,154,1,79
3.46,143,1,79
3.49,147,1,73
3.17,149,0,59
3.02,143,1,57
3.65,149,1,75
3.57,150,0,67
3.35,150,1,71
3.35,147,0,57
3.66,151,1,70
3.9,149,0,68
3.5,147,1,77
3.87,152,1,74
3.65,153,0,64
3.37,146,1,72
3.21,149,1,69
3.53,150,0,65
3.64,154,1,82
3.56,155,1,80
3.82,146,1,81
3.31,157,1,71
3.19,144,1,62
3.55,148,1,77
3.7,148,0,71
3.3,156,1,77
3.23,148,1,74
3.67,148,1,78
3.76,161,0,80
3.35,158,0,74
3.56,149,0,67
3.54,138,0,66
3.93,158,0,76
3.73,146,1,75
3.92,157,0,74
3.25,151,1,70
3.53,154,0,64
3.87,153,1,82
3.48,160,0,63
3.44,139,1,69
3.46,140,1,70
3.88,146,1,75
3.22,145,1,67
3.29,145,1,71
3.22,144,1,63
3.57,152,0,61
3.2,144,0,61
3.76,146,1,79
3.74,152,0,70
3.35,165,0,71
3.59,144,0,65
3.63,145,1,75
3.63,158,0,73
3.24,162,0,62
3.52,155,0,71
3.18,155,1,76
3.41,156,0,66
3.91,157,0,71
3.49,150,1,65
3.25,141,1,66
3.75,157,0,76
3.65,143,1,77
3.26,147,1,63
3.4,147,1,75
3.82,146,0,68
3.19,151,0,65
3.43,147,0,61
3.37,141,1,69
3.69,152,0,62
3.56,148,0,68
3.85,156,0,77
3.95,150,0,74
3.37,149,0,62
3.47,155,1,73
3.25,148,0,62
3.21,145,1,67
3.22,148,0,57
2.99,142,0,63
3.68,160,0,73
3.18,149,1,72
3.36,150,1,78
3.75,147,1,82
3.25,156,1,75
3.25,157,0,58
3.67,154,1,77
3.61,146,1,75
3.5,158,0,71
3.45,149,0,65
3.4,156,0,76
3.19,146,1,67
3.67,159,0,65
3.14,146,1,74
3.54,145,1,72
3.77,152,0,70
3.93,153,1,81
3.82,148,0,68
3.71,150,1,79
3.81,141,1,71
3.46,146,0,60
3.61,143,1,65
3.07,158,1,72
3.74,145,1,73
3.46,152,1,78
3.34,135,1,68
3.54,150,0,66
3.66,158,1,80
3.51,154,1,74
3.3,160,0,71
3.65,134,1,69
3.66,143,1,71
3.8,157,1,79
3.57,148,1,83
3.62,145,1,75
3.53,149,1,73
3.45,156,0,62
3.26,151,0,63
3.7,163,0,68
3.2,146,1,69
3.72,154,0,68
3.36,150,0,60
3.37,144,1,77
3.72,154,1,75
3.36,152,1,79
3.54,153,1,72
3.5,157,1,86
3.9,149,0,65
3.29,164,1,77
3.45,147,0,64
3.64,161,0,68
3.65,161,0,74
3.88,166,0,83
3.09,149,0,60
3.41,153,0,71
3.44,154,0,66
3.35,154,0,59
3.35,153,0,69
3.5,150,0,60
3.35,140,1,68
3.25,142,1,69
3.2,155,0,59
2.85,147,1,71
3.39,158,0,67
3.33,157,0,61
3.67,150,0,65
3.99,146,0,71
3.56,153,1,73
3.8,150,1,83
3.57,149,0,64
3.43,152,0,65
2.96,141,1,74
3.8,146,0,57
3.6,157,1,77
3.14,151,1,73
3.27,153,1,73
3.43,161,0,70
3.37,134,1,68
2.89,143,1,67
3.25,158,0,65
3.63,148,1,76
3.72,145,1,76
3.73,151,0,66
3.86,157,0,77
3.69,149,0,64
3.52,156,0,72
3.51,153,1,69
3.64,153,0,73
3.52,146,0,60
3.18,147,0,56
3.61,159,0,67
3.53,145,1,81
3.66,152,1,77
3.38,154,1,72
3.62,149,0,62
3.52,153,1,75
3.32,140,0,52
3.7,160,0,70
3.42,155,1,76
3.61,157,0,74
3.95,143,1,81
3.54,150,1,71
3.47,155,0,78
3.09,145,0,55
3.46,155,1,83
3.62,156,1,83
3.33,152,0,63
3.61,152,1,74
3.21,154,0,59
3.17,158,1,78
3.5,155,0,66
3.1,145,1,74
2.99,147,1,74
3.28,150,0,57
3.65,151,0,72
2.88,154,0,60
3.14,145,0,62
3.92,147,0,66
3.16,149,0,61
3.93,156,0,67
3.82,158,0,71
3.85,154,0,71
3.48,155,0,66
3.18,142,1,67
3.73,163,0,79
3.43,143,1,70
3.71,152,0,69
3.21,144,0,57
3.63,149,1,82
3.98,150,0,80
3.32,151,1,66
3.59,146,1,83
3.04,150,1,69
3.54,155,1,81
3.22,152,1,76
3.17,152,0,66
3.42,148,1,69
3.69,150,0,65
3.68,151,0,70
3.56,138,1,66
3.25,150,0,66
3.62,145,1,73
3.53,137,1,68
3.48,142,1,74
3.6,144,0,63
3.51,146,1,78
2.99,148,0,59
3.35,154,0,62
3.28,142,0,62
3.73,159,0,71
3.44,151,0,67
3.7,145,1,68
3.91,165,0,76
3.39,147,0,66
3.38,144,0,68
3.75,163,0,73
3.26,150,1,81
3.06,148,1,75
3.16,141,0,55
3.39,155,1,83
3.51,160,0,66
3.5,153,0,66
3.6,145,0,61
3.1,144,1,69
3.7,156,0,70
3.76,148,1,76
3.91,160,1,90
3.56,157,0,61
3.23,144,1,76
3.48,149,0,66
3.71,146,1,75
3.54,154,1,81
3.19,157,0,69
3.59,156,0,66
3.15,142,0,55
3.57,158,1,79
3.34,158,0,69
3.45,157,0,61
3.46,155,0,75
3.47,152,0,65
3.89,157,0,67
3.31,152,0,69
3.31,153,1,75
3.99,153,0,72
3.62,162,1,79
3.73,161,0,69
3.47,165,0,76
3.92,167,0,80
3.55,157,1,82
3.06,147,0,55
3.61,151,0,63
3.27,146,1,73
3.81,158,0,76
3.17,146,1,71
3.3,160,0,66
3.41,151,1,67
3.16,146,0,59
3.37,145,1,78
3.5,152,0,67
3.64,155,1,73
3.3,147,0,62
3.32,139,0,51
3.66,155,0,71
3.67,164,0,73
3.52,150,0,58
3.52,139,0,60
3.38,158,0,68
3.82,156,0,75
3.56,146,1,73
3.73,157,0,72
3.44,153,1,79
3.5,157,1,76
3.56,157,1,77
3.66,147,0,64
3.6,155,0,64
3.81,152,1,72
3.59,149,1,71
3.42,150,0,65
3.37,157,0,69
3.43,152,1,69
3.73,156,0,77
3.69,150,1,79
3.59,154,0,72
3.43,162,1,75
3.63,158,0,65
3.39,158,1,79
3.81,156,0,67
3.79,146,1,69
3.72,161,0,76
3.35,150,1,73
3.64,169,0,79
3.37,149,1,79
3.38,163,1,80
3.46,146,0,63
3.72,149,1,71
3.56,151,0,68
3.5,148,0,64
3.73,162,0,72
3.2,152,1,78
3.26,147,1,67
3.41,151,0,60
3.33,147,1,77
3.13,142,1,72
3.64,142,1,68
3.52,150,1,83
3.42,149,0,63
3.34,149,1,65
3.09,152,0,59
2.94,130,1,57
3.54,150,1,75
3.41,155,1,78
3.43,162,0,67
3.23,150,1,73
3.44,149,0,64
3.96,148,0,68
3.11,149,0,63
3.65,154,1,85
3.67,156,0,70
3.44,150,0,69
3.74,167,0,74
3.49,148,1,77
3.41,149,0,62
3.88,161,0,74
3.61,141,0,53
3.23,154,1,66
3.41,147,1,67
3.21,146,1,67
3.68,155,0,63
3.85,159,0,68
3.38,158,0,74
3.98,152,0,60
3.81,151,1,81
3.32,146,0,61
3.52,153,0,66
3.35,144,1,65
3.29,142,1,64
3.81,155,1,86
3.59,147,1,78
3.41,149,1,77
3.04,149,0,62
3.8,147,0,73
3.65,150,0,68
2.97,141,1,63
3.51,152,0,69
3.38,147,0,62
3.25,147,0,66
3.47,144,1,81
3.33,151,0,57
3.19,151,1,73
3.5,156,0,64
3.06,143,0,62
3.46,151,0,71
3.55,150,1,76
3.24,152,0,61
3.63,149,0,71
3.7,151,0,64
3.53,149,1,71
3.45,154,0,69
3.31,147,1,70
3.36,151,0,58
3.75,148,1,83
3.23,142,0,62
3.19,146,0,62
3.85,157,0,71
3.38,144,1,72
3.66,153,1,78
3.73,158,1,88
3.15,142,1,61
3.55,151,0,73
3.58,158,0,66
3.9,157,0,76
3.74,149,1,79
3.33,154,0,71
3.74,157,0,77
3.55,166,0,72
3.46,145,1,78
3.44,161,0,64
3.58,146,0,62
3.5,156,1,83
3.44,154,1,76
3.37,157,0,72
3.82,149,0,59
3.67,143,1,73
3.54,162,0,73
3.04,140,1,64
3.55,153,0,70
3.47,143,1,80
3.29,134,1,68
3.33,149,1,70
3.53,157,0,78
3.3,165,1,83
3.48,146,0,67
3.22,162,1,73
3.45,159,0,71
3.47,154,0,64
2.93,144,1,68
3.52,153,1,72
3.18,150,1,75
3.77,156,1,89
3.28,147,0,60
3.83,154,0,75
3.84,158,0,72
3.83,143,1,81
3.28,154,1,73
3.56,148,0,62
3.53,147,1,74
2.75,152,0,60
3.27,143,1,71
3.64,141,1,68
3.93,140,1,72
3.62,150,0,66
3.49,140,1,67
3.63,151,1,76
3.45,142,0,56
3.41,152,0,52
3.53,159,0,79
3.81,154,0,66
3.33,150,1,69
3.65,154,0,66
3.76,144,0,63
3.01,137,1,58
3.5,155,0,66
3.46,152,1,81
3.68,149,0,56
3.12,150,0,60
3.83,155,1,81
3.25,138,1,68
3.5,157,0,73
3.79,154,0,65
3.2,147,0,59
3.76,145,1,77
2.68,152,1,76
3.2,150,1,77
3.42,159,0,71
3.67,151,1,75
3.58,155,1,78
3.63,152,1,74
3.03,140,1,67
3.79,148,1,73
3.61,146,1,75
3.38,141,1,67
3.07,147,1,69
3.79,163,0,73
3.59,159,0,68
2.9,143,1,69
3.35,161,0,67
3.15,149,1,72
2.71,131,1,63
3.69,150,0,70
3.16,158,0,64
3.56,151,0,67
2.94,143,1,65
3.46,154,1,74
3.49,142,1,67
3.96,164,0,74
3.2,148,0,69
3.91,151,0,66
3.78,159,1,83
3.57,154,0,64
3.33,152,1,76
3.19,145,1,69
3.15,154,0,57
3.47,157,0,67
3.68,145,0,59
3.57,145,0,70
3.65,150,1,78
2.93,154,0,59
3.37,159,0,67
3.5,158,0,63
3.74,158,1,87
3.71,152,0,59
3.51,158,0,64
3.52,153,1,81
3.58,155,1,84
3.3,148,1,75
3.74,162,0,83
3.33,164,1,70
3.32,145,0,62
3.81,166,0,76
3.45,155,0,69
3.33,151,1,79
3.49,147,1,66
3.5,157,1,75
3.09,144,0,63
3.71,148,1,70
3.56,160,1,83
3.2,149,1,67
3.53,143,0,65
3.31,155,0,73
3.36,132,1,69
3.21,147,0,57
3.95,169,0,81
3.7,157,1,79
3.74,161,1,84
3.16,150,0,63
3.5,156,0,78
3.73,161,0,75
3.17,143,0,55
3.57,144,1,64
3.7,153,0,72
3.42,155,1,72
3.52,157,0,68
3.85,155,1,79
2.97,149,1,68
3.3,141,1,62
3.37,146,1,69
3.98,156,0,75
3.75,155,0,63
2.98,147,0,57
3.45,151,1,74
3.61,158,0,76
3.24,154,1,82
3.83,164,0,77
3.46,151,0,66
3.84,158,0,63
3.23,148,0,62
3.81,141,1,69
3.4,149,1,81
3.7,156,0,68
3.39,148,0,63
3.21,161,0,74
3.67,154,1,80
3.36,158,1,86
3.45,147,0,69
3.42,148,1,69
3.67,152,0,68
3.78,145,1,82
3.48,154,1,76
3.2,165,0,75
3.53,136,1,68
2.99,154,0,61
3.29,151,1,72
3.66,161,0,73
3.69,144,0,67
3.53,146,0,57
3.89,147,0,66
3.37,150,1,79
3.69,152,0,75
3.31,156,0,68
3.74,153,0,61
3.38,149,0,52
3.58,155,0,67
3.95,163,1,89
3.37,164,0,77
3.54,155,0,67
3.71,149,1,81
3.47,146,1,64
3.06,142,1,68
3.12,148,0,55
3.8,151,0,67
3.34,154,1,80
3.76,149,1,84
3.45,161,0,70
3.18,142,1,71
3.57,145,0,66
3.25,156,1,73
3.53,159,0,69
3.21,140,0,51
3.73,149,0,63
3.43,149,1,75
3.32,161,0,75
3.24,147,0,64
3.69,143,1,63
3.21,145,1,68
3.68,156,0,68
3.82,152,0,71
3.38,144,1,70
3.27,150,1,71
2.96,147,1,71
3.4,147,0,66
3.62,170,0,78
3.6,139,1,73
3.88,150,1,78
3.14,145,1,73
3.66,163,1,86
3.61,153,1,82
3.16,149,1,76
3.91,148,1,81
3.78,146,1,76
3.65,154,0,77
3.89,155,1,73
3.56,142,1,68
3.76,168,0,80
3.77,152,1,91
3.77,137,1,75
3.51,158,0,67
3.66,160,0,65
3.31,159,1,71
3.71,151,1,72
3.14,147,1,68
3.68,151,1,72
3.48,143,1,78
3.92,151,0,72
3.49,135,0,49
3.65,151,0,59
3.77,164,0,76
2.9,145,1,66
3.44,152,0,66
3.49,149,1,80
3.47,147,0,60
3.4,137,1,70
3.43,142,1,67
3.35,149,1,68
3.54,147,1,72
3.46,153,0,65
3.34,155,0,66
3.45,153,0,66
3.48,153,1,77
3.74,156,0,68
3.39,149,1,71
3.58,153,0,69
3.61,154,0,71
3.5,155,0,75
3.1,148,0,50
3.35,139,1,70
3.36,144,1,71
3.82,154,1,75
3.75,154,0,64
3,152,0,68
3.45,151,1,74
3.25,143,0,61
3.52,151,1,78
3.67,152,1,82
3.53,162,0,73
3.56,156,0,69
3.56,153,0,70
3.52,151,0,66
3.43,151,0,59
3.36,148,0,56
3.45,148,0,64
3.53,161,0,73
3.68,148,0,73
3.01,149,1,68
3.45,141,1,71
3.53,151,0,66
3.85,142,0,73
3.07,141,0,57
3.45,149,1,74
3.45,149,1,80
3.55,157,0,69
3.54,163,0,67
3.43,136,0,56
3.43,140,0,60
3.43,153,0,69
3.58,154,0,66
3.92,157,0,70
3.35,153,0,64
3.6,147,1,77
3.45,161,0,68
3.75,154,0,71
3.82,157,0,76
3.04,154,1,76
3.41,140,1,67
3.44,145,0,63
3.5,161,1,84
3.95,157,0,76
3.45,151,0,61
2.99,150,1,63
3.33,143,1,81
3.63,152,1,80
3.64,150,1,75
3.44,136,1,70
3.88,146,0,67
3.19,152,1,70
3.45,144,1,73
3.47,138,1,71
3.56,161,1,74
3.9,157,1,82
3.06,149,0,58
3.88,150,0,71
3.42,147,1,72
3.42,147,1,77
3.14,153,0,61
3.47,141,1,68
3.5,160,0,70
3.35,144,1,79
3.18,153,1,69
3.93,158,0,73
3.12,157,1,72
3.68,155,0,70
3.67,170,0,78
