gpa,gre,camp,grade
3.56,152,0,63
3.4,145,0,62
3.37,149,0,67
3.6,153,0,60
3.43,150,1,77
3.67,141,1,71
3.15,139,1,70
3.29,151,1,75
3.47,147,0,62
3.74,151,1,76
3.35,150,1,70
3.35,148,0,66
3.83,156,0,65
3.38,152,0,65
3.54,158,0,72
3.42,153,0,69
3.42,155,1,72
3.29,149,1,68
3.91,160,0,72
3.64,154,1,85
3.94,150,0,69
3.28,153,0,63
3.73,153,0,71
3.82,157,0,73
3.45,149,0,66
3.1,135,1,60
3.64,157,0,69
3.48,148,1,69
3.49,151,0,65
3.52,144,0,67
3.4,145,1,71
3.45,141,1,68
3.68,159,1,91
3.21,157,0,66
3.38,164,1,80
3.28,153,1,73
3.64,157,0,64
3.73,152,0,74
3.54,150,0,65
3.78,162,0,68
3.77,143,0,61
3.81,146,0,66
3.38,153,1,68
3.51,143,1,73
3.73,154,1,77
3.53,142,1,79
3.57,150,1,77
3.78,156,0,68
3.71,161,1,78
3.29,150,0,59
3.47,152,0,58
3.51,149,1,78
3.36,142,1,71
3.62,147,1,74
3.65,148,1,70
3.46,153,1,77
3.6,140,1,74
3.26,158,1,82
3.4,152,0,59
3.22,140,1,75
3.61,152,0,63
3.32,157,0,68
3.64,137,0,60
3.79,159,1,74
3.76,163,0,83
3.02,145,1,74
3.12,144,1,69
3.34,155,0,75
3.37,157,0,65
3.79,151,0,66
3.32,157,0,71
3.28,146,0,58
3.22,140,1,68
3.35,157,0,57
3.83,164,0,73
3.91,167,0,81
3.62,161,0,75
3.34,139,1,68
3.41,154,0,62
3.58,150,1,71
3.58,145,1,73
3.38,153,1,73
3.61,142,0,65
3.68,149,0,76
3.32,152,1,80
3.29,148,0,63
3.88,162,0,67
3.82,160,1,75
3.49,139,1,69
3.64,152,1,74
3.93,149,0,63
3.55,158,0,64
3.71,152,1,80
3.96,155,0,69
3.26,155,0,68
2.97,152,0,60
3.75,159,0,61
3.88,155,0,82
3.28,157,0,60
3.37,153,1,73
3.27,153,0,61
3.77,154,0,63
3.77,151,1,78
3.46,154,1,75
3.09,151,1,73
3.48,158,0,65
3.57,145,1,74
3.42,149,0,52
3.46,159,1,77
3.3,144,1,70
3.12,155,0,69
3.26,157,1,79
3.58,156,0,69
3.21,152,0,65
3.32,153,0,69
3.28,139,1,73
3.64,157,0,65
3.33,157,1,77
3.69,148,1,74
3.84,153,0,70
3.56,150,0,71
3.45,148,0,60
3.45,163,0,67
3.22,154,1,78
3.52,146,1,79
3.54,154,1,82
3.25,143,1,66
3.38,143,1,66
3.54,144,1,68
3.72,154,0,73
3.42,151,1,74
3.37,162,0,73
3.25,148,1,74
3.76,157,0,66
3.62,132,1,59
3.32,150,0,58
3.36,149,1,75
3.4,154,1,79
3.71,156,1,82
3.51,158,0,64
3.27,149,0,59
3.89,157,0,68
3.2,148,1,66
3.15,143,0,53
3.73,152,1,76
3.42,159,0,61
3.42,158,1,75
3.34,144,1,71
3.35,164,0,68
2.82,143,0,58
3.58,162,0,66
3.67,146,1,77
3.62,157,1,77
3.57,147,1,79
3.25,153,0,53
3.67,148,1,83
3.52,147,1,71
3.62,158,0,72
3.42,152,0,65
3.53,148,1,78
3.38,153,0,62
3.71,157,0,69
3.31,143,0,55
3.37,158,0,68
3.47,159,0,71
3.1,159,0,67
3.92,145,1,63
3.62,149,0,60
3.39,152,0,66
3.56,146,1,74
3.37,166,0,68
3.19,150,1,72
3.57,146,1,69
3.74,145,0,63
3.37,150,0,64
3.61,150,0,69
3.16,146,0,61
3.48,139,1,74
3.36,145,1,68
3.13,151,0,66
3.08,145,0,57
3.42,154,0,67
3.72,150,1,85
3.07,153,0,65
3.25,150,1,81
2.92,152,1,64
3.75,157,1,82
3.85,160,0,80
3.24,160,0,68
3.77,142,1,76
3.89,154,1,78
3.48,145,0,64
3.59,156,1,80
3.12,146,1,75
3.32,153,0,71
3.18,147,0,54
3.33,146,1,70
3.36,145,1,75
3.76,156,0,73
3.22,138,1,66
3.87,145,1,68
3.27,155,0,60
3.26,154,0,69
3.48,138,1,74
3.5,137,1,67
3.33,151,1,72
3.37,155,0,58
3.55,143,0,67
3.71,139,0,72
3.65,163,0,70
3.45,157,1,82
3.29,146,1,70
3.32,165,0,70
3.7,153,0,72
3.68,148,1,81
3.09,149,0,64
3.45,150,1,78
3.64,154,1,76
3.34,152,0,55
3.63,142,0,58
3.34,142,0,58
3.68,153,1,76
3.83,152,0,68
3.29,156,1,76
3.28,154,0,71
3.22,151,1,78
3.68,153,0,61
3.71,157,0,69
3.93,149,0,73
3.03,139,0,53
3,145,1,65
3.49,136,1,66
3.67,163,0,78
3.55,152,1,73
3.99,161,0,76
3.58,155,1,76
3.79,150,0,64
3.42,152,0,59
3.44,153,0,70
3.43,155,1,77
3.44,156,1,78
3.2,144,1,76
3.13,148,1,74
3.57,154,1,79
3.34,147,1,67
3.48,150,1,76
3.64,157,1,80
3.42,157,1,85
3.94,152,1,85
3.64,162,0,68
3.6,159,1,82
3.52,146,0,71
3.37,150,0,68
3.16,152,0,63
3.41,145,1,69
3.76,149,1,75
3.57,139,0,70
3.62,152,1,77
3.46,151,1,74
3.03,147,0,63
3.64,165,1,85
3.52,150,0,64
3.65,154,0,70
3.44,143,1,71
3.55,153,1,71
3.62,145,0,71
3.45,157,0,64
3.03,143,1,65
3.69,154,0,77
3.6,143,1,72
3.37,148,0,69
3.62,142,1,73
3.33,154,0,67
3.6,144,1,78
3.52,150,1,77
3.99,158,0,71
3.61,160,0,72
3.79,153,1,75
3.56,144,0,66
3.5,156,0,68
3.23,155,1,71
3.29,163,1,83
3.53,149,0,62
3.23,158,0,65
3.7,159,0,69
3.63,161,1,76
3.18,139,1,61
3.46,153,0,65
3.64,145,1,69
3.34,151,1,73
3.4,145,0,63
3.5,154,1,79
3.93,144,0,62
3.97,164,0,79
3.43,139,0,66
3.96,148,1,82
3.35,146,0,63
3.49,144,0,69
3.22,148,1,75
2.97,153,0,58
3.89,151,0,72
3.25,148,1,75
3.34,147,1,76
3.96,148,0,73
3.25,150,0,62
3.5,151,0,64
3.56,150,0,69
3.48,150,1,76
3.37,148,0,55
3.39,140,0,54
3.91,162,1,75
3.75,152,1,89
3.08,139,1,59
3.57,163,0,67
3.47,142,1,70
3.37,153,1,83
3.43,133,1,51
3.49,152,1,74
3.66,162,0,76
3.89,159,1,84
3.09,147,1,73
3.86,142,0,66
3.74,149,1,77
3.56,163,1,77
3.69,154,1,84
3.4,161,1,87
3.44,146,0,59
3.54,153,0,61
3.46,155,1,80
3.39,145,0,64
3.46,142,1,70
3.55,155,1,74
3.39,143,1,70
3.1,151,0,65
3.47,152,0,61
3.68,167,1,86
3.39,148,1,74
3.36,148,0,54
3.53,159,0,69
3.28,159,1,74
3.2,145,0,62
3.8,156,1,73
3.58,157,0,68
3.15,138,1,67
3.68,149,1,69
3.37,159,0,69
3.67,155,0,72
3.9,163,0,74
3.61,149,1,72
3.18,148,0,66
3.89,149,0,74
3.44,166,0,69
3.51,143,1,77
3.66,152,0,65
3.33,155,1,69
3.93,156,0,70
3.62,159,1,86
3.77,154,0,73
3.51,155,0,58
3.09,143,0,53
3.68,146,0,58
3.75,160,0,76
3.39,135,1,64
3.65,140,1,70
3.67,154,0,65
3.33,138,1,72
3.36,154,0,70
3.61,149,0,64
3.64,155,1,78
3.95,156,0,75
3.49,154,0,64
3.65,147,1,75
3.2,157,0,68
3.21,140,1,68
3.75,152,1,78
3.31,145,0,57
3.42,148,1,70
3.54,149,1,81
3.87,160,1,82
3.82,146,1,73
2.97,141,1,69
3.81,152,0,67
3.32,148,1,71
3.48,147,0,57
3.34,150,0,67
3.49,149,0,63
3.27,140,1,70
3.33,137,1,78
3.08,137,1,58
3.97,150,0,74
3.61,146,0,63
3.48,149,0,67
3.79,158,1,85
3.68,153,1,74
3.43,145,1,71
3.93,154,0,75
3.67,143,1,71
3.91,154,0,65
3.44,142,1,67
3.64,152,1,80
3.23,144,1,71
3.27,143,0,58
3.02,151,1,74
3.41,142,1,70
3.62,157,1,81
3.4,145,1,72
3.45,164,0,71
3.73,159,1,73
3.55,150,1,81
3.54,160,0,70
3.41,151,1,76
3.68,156,0,64
3.61,155,1,75
3.73,157,0,69
3.5,149,0,62
3.45,156,0,65
3.42,149,1,76
3.99,152,0,67
3.44,162,1,80
3.32,149,0,64
3.8,147,1,77
3.81,164,1,82
3.33,142,0,60
3.65,153,0,62
3.22,154,1,69
3.65,157,0,63
3.45,153,1,83
3.42,151,0,69
3.41,149,0,61
3.46,143,0,59
3.26,144,1,69
3.29,158,1,78
3.81,148,1,75
3.41,148,1,71
3.46,139,1,69
3.67,155,0,67
3.58,146,0,73
3.47,153,0,60
3.48,152,0,65
3.59,166,0,74
3.31,162,0,71
3.65,155,1,76
3.35,155,0,62
3.54,153,1,79
3.75,163,0,80
3.44,155,1,76
3.16,144,1,69
3.4,147,0,62
3.98,152,1,77
3.16,150,0,63
3.66,161,0,72
3.98,148,0,63
3.46,154,0,75
3.45,142,1,71
3.57,150,1,79
3.92,160,1,80
3.67,148,0,70
3.77,150,0,74
3.63,142,1,78
3.52,150,1,68
3.51,161,0,64
3.27,150,0,62
3.82,157,0,67
3.54,155,1,83
3.2,142,1,67
3.58,144,1,76
3.52,153,1,73
3.34,143,0,56
3.13,144,1,65
3.31,142,1,69
3.3,152,0,70
3.41,152,0,62
3.48,156,1,75
3.11,153,1,75
3.29,151,1,73
2.97,145,1,67
3.34,153,1,70
3.62,151,1,75
3.51,163,0,68
3.6,160,1,88
3.16,142,0,57
3.57,148,1,75
3.47,148,1,69
3.74,158,0,63
3.3,145,1,74
3.59,160,0,72
3.77,144,1,78
3.97,154,0,59
3.54,150,1,73
3.69,159,0,72
3.62,160,0,69
3.18,143,1,67
3.5,154,0,73
3.28,146,1,74
3.08,152,0,60
3.56,151,0,65
3.67,143,0,59
3.58,143,1,72
3.7,150,1,76
3.02,145,1,68
3.59,161,0,72
3.48,152,1,80
3.43,157,0,64
3.86,152,0,75
3.74,154,0,70
3.89,154,0,63
3.33,153,0,67
3.49,143,0,56
3.3,164,0,71
3.59,156,0,62
3.42,152,0,67
3.87,148,1,73
3.69,146,0,73
3.63,155,0,66
3.63,151,1,68
3.55,139,1,71
3.27,158,1,78
3.39,143,1,62
3.54,146,1,69
3.58,147,1,78
3.35,147,1,74
3.25,151,0,63
3.45,145,0,59
3.43,147,1,66
3.67,146,0,61
3.56,149,0,74
2.88,146,1,74
3.61,156,1,75
3.3,156,1,73
3.51,151,0,67
3.63,148,1,69
3.43,164,1,77
3.57,158,1,76
3.9,162,0,71
3.38,162,0,75
3.46,144,0,56
3.75,147,0,65
3.16,157,0,67
3.86,158,0,72
3.74,151,1,75
3.55,153,0,68
3.4,136,0,57
3.68,150,1,82
3.48,155,1,72
3.4,145,0,60
3.34,149,1,68
3.28,136,0,60
3.54,150,1,79
3.43,146,0,70
3.39,144,0,58
3.25,148,1,71
3.46,156,0,74
3.46,148,0,62
3.17,137,0,58
3.31,146,0,62
3.45,154,0,66
3.73,155,1,85
3.41,145,1,76
3.76,147,0,75
3.1,150,0,63
3.44,151,0,64
3.73,148,0,74
3.68,162,1,81
3.4,141,1,72
3.78,162,0,80
3.61,151,0,71
3.13,149,0,60
3.28,151,0,62
3.44,153,0,60
3.86,159,0,63
3.51,157,0,75
3.12,150,1,74
3.66,148,0,64
3.43,154,0,72
3.3,161,1,83
3.62,156,0,62
3.9,156,1,79
3.62,149,1,81
3.4,148,0,61
2.9,146,1,65
3.63,153,0,66
3.64,161,1,75
3.54,149,1,78
3.38,150,1,73
3.45,154,1,78
3.17,147,0,64
3.6,150,0,64
3.62,147,0,74
3.41,148,1,73
3.94,150,0,72
3.46,146,1,73
3.04,146,1,71
3.49,140,1,65
3.46,152,1,72
3.52,142,1,76
3.85,154,1,89
3.87,156,0,74
3.46,150,1,67
3.45,148,0,65
3.77,150,0,68
3.36,155,0,64
3.25,139,1,65
3.71,160,0,74
3.46,152,0,56
3.76,156,1,74
3.2,144,1,67
3.84,155,1,83
3.92,154,1,81
3.68,159,1,79
3.44,155,1,76
3.75,147,1,78
3.1,143,1,65
3.26,146,1,66
3.73,155,1,90
3.1,137,1,64
3.64,153,1,83
3.59,152,1,74
3.3,133,1,61
3.98,162,0,80
3.19,144,0,56
3.27,150,1,72
3.79,147,1,71
2.82,158,1,69
3.74,160,0,66
3.32,151,1,81
3.87,153,0,71
3.75,149,1,79
3.24,158,0,69
3.65,161,1,80
3.74,146,1,73
3.58,153,1,72
3.17,138,1,67
3.58,160,0,66
3.57,148,0,53
3.09,139,1,59
3.48,156,1,75
3.92,148,1,74
3.6,149,1,74
3.68,148,0,69
3.43,148,1,78
3.82,153,1,83
3.61,136,1,62
3.46,151,0,68
3.17,145,1,64
3.26,142,1,74
3.8,149,0,70
3.66,150,0,64
3.52,157,1,85
3.44,152,1,70
3.54,146,1,76
3.3,144,1,80
3.4,160,0,65
3.84,159,0,72
3.61,158,1,73
3.61,148,1,76
3.56,148,1,78
3.34,149,1,74
3.51,143,1,77
3.82,151,0,65
3.53,156,1,79
3.29,143,0,55
3.47,148,0,65
3.69,148,0,65
3.46,148,0,62
3.55,160,1,91
3.11,151,0,66
3.84,149,1,84
3.79,144,1,75
3.87,145,0,61
3.42,141,1,80
3.54,142,1,69
3.21,155,1,71
3.21,142,0,66
3.55,156,0,73
3.67,160,0,71
3.64,148,0,60
3.52,155,1,69
3.42,155,0,68
3.57,158,1,79
3.42,150,1,77
3.5,158,0,65
3.84,157,0,69
3.6,150,0,73
3.14,143,1,72
3.39,159,1,81
3.43,154,0,66
3.3,156,1,75
3.24,142,1,64
3.2,139,1,57
3.19,141,1,71
3.21,148,1,73
3.38,150,1,77
3.5,153,0,64
3.53,154,0,75
3.46,150,0,60
3.46,153,1,76
3.43,154,1,77
3.82,150,1,89
3.26,142,1,66
3.62,153,0,69
3.38,155,0,67
3.51,147,0,62
3.46,158,0,75
3.51,140,1,68
3.41,149,1,65
3.24,152,0,64
3.33,146,0,59
3.18,147,1,66
3.2,153,1,79
3.38,151,0,60
3.2,142,1,69
3.94,162,0,75
3.64,143,1,64
3.4,151,0,67
3.87,138,1,80
3.07,142,1,63
3.03,155,0,61
3.69,143,1,70
2.94,146,0,60
3.7,145,1,72
2.98,147,1,69
3.55,158,0,75
3.76,156,1,88
3.21,146,0,59
3.55,154,0,71
3.02,144,1,64
3.16,138,1,63
3.45,145,1,67
3.53,147,1,74
3.57,159,0,73
3.72,151,1,69
3.85,153,0,75
3.76,152,1,80
3.65,155,0,68
3.53,145,0,61
3.48,141,0,64
2.98,153,0,61
3.72,156,0,78
3.31,151,0,68
3.27,152,0,58
3.66,146,1,78
3.7,154,1,80
3.78,147,0,70
3.37,148,0,67
3.6,148,1,76
3.59,154,0,70
3.56,154,0,68
3.49,148,1,82
3.5,146,1,69
3.61,159,0,71
3.67,142,1,77
3.25,151,1,72
3.67,144,0,67
3.18,156,0,60
3.71,151,0,71
3.58,148,0,63
3.34,153,1,80
3.59,157,0,69
3.58,152,1,77
3.5,167,0,71
3.32,156,0,63
3.68,159,1,82
3.7,151,1,75
3.54,148,0,67
3.56,149,0,67
3.29,149,0,63
3.83,161,1,82
3.47,149,0,63
3.35,147,0,68
3.19,157,0,63
3.41,147,0,54
3.58,148,1,75
3.31,155,0,70
3.45,141,1,80
3.44,150,0,66
3.26,140,1,73
3.34,148,0,69
3.79,154,0,81
3.07,157,0,66
3.59,160,1,81
3.55,156,1,83
3.06,153,1,80
3.3,150,0,69
3.42,150,1,81
3.24,148,1,82
3.68,153,1,83
3.79,153,0,64
2.99,158,1,71
3.54,153,0,70
3.43,148,1,70
3.3,152,1,77
3.49,148,1,71
3.71,146,1,73
3.37,149,0,58
3.78,155,1,79
3.87,151,1,83
3.39,163,0,64
3.29,150,1,69
3.32,147,1,68
3.41,145,0,63
3,149,0,61
3.76,161,0,73
3.41,164,0,75
3.35,150,0,63
3.8,163,0,82
3.82,166,0,78
3.33,148,1,81
3.95,153,0,70
3.38,154,0,72
3.61,151,1,77
3.09,152,0,59
3.66,165,0,74
3.38,151,1,76
3.25,151,0,65
3.05,145,1,73
3.22,157,1,80
3.76,145,1,72
2.96,155,0,69
3.79,151,0,68
3.52,144,0,63
3.65,144,1,73
3.53,160,0,74
3.16,148,1,66
3.86,148,1,74
3.25,146,0,62
3.49,150,1,68
3.5,157,0,70
3.21,135,1,68
3.27,157,0,64
3.47,149,0,63
3.36,143,0,67
3.15,142,1,68
3.56,155,0,65
3.26,147,1,71
3.66,148,1,77
3.17,146,1,74
3.64,148,0,66
3.27,138,1,63
3.56,144,1,78
3.08,147,0,55
3.51,153,1,78
3.3,139,1,68
3.88,141,1,73
3.95,152,0,73
3.46,154,0,58
3.35,152,0,66
3.72,160,1,89
3.31,146,0,56
3.3,148,0,66
3.98,151,1,80
3.73,150,0,66
3.21,148,1,67
3.53,159,0,76
3.56,156,0,57
3.44,157,1,79
3.55,134,1,68
3.31,146,0,63
3.55,151,1,72
3.36,142,1,74
3.11,144,1,73
3.83,160,1,83
3.46,159,0,66
3.35,152,0,67
3.57,159,1,80
3.31,146,1,77
3.42,134,1,65
3.37,146,1,79
3.36,157,0,62
3.87,155,1,82
3.95,157,0,77
3.38,147,0,66
3.36,143,1,61
3.65,154,0,62
3.58,155,1,82
3.61,160,0,66
3.75,147,1,71
3.66,152,1,88
3.16,149,1,65
3.94,149,0,75
3.28,149,0,61
3.88,150,1,79
3.19,151,0,63
3.29,151,0,62
3.37,133,1,70
3.47,147,1,81
3.75,160,1,84
2.86,148,1,67
3.35,158,1,80
3.68,162,0,71
3.65,152,1,70
3.46,145,0,57
3.4,160,0,71
3.56,146,1,78
3.8,160,0,81
3.27,154,1,81
3.51,151,1,75
3.41,148,1,68
3.93,167,0,72
3.29,145,1,72
3.25,144,1,62
3.4,147,1,67
3.88,159,0,65
3.22,152,1,69
3.75,156,0,75
3.27,137,0,51
3.83,152,1,76
3.27,145,1,71
3.41,142,1,75
3.46,149,1,66
3.75,157,0,72
3.39,153,0,54
3.19,137,1,67
3,144,1,65
3.83,153,1,86
3.29,156,0,65
3.53,150,1,78
3.39,163,0,71
2.89,141,1,66
3.42,154,1,78
2.95,141,0,55
3.29,145,1,74
3.1,144,0,52
3.27,152,0,62
3.38,150,1,74
3.26,146,0,63
3.34,152,1,76
3.29,148,0,64
3.73,150,1,81
3.66,149,1,71
3.78,153,0,66
3.32,142,0,60
3.48,150,0,69
3.68,165,0,86
2.8,160,0,69
3.85,144,0,70
3.63,157,0,75
3.44,141,1,70
3.45,144,0,60
3.53,149,0,57
3.45,148,1,76
3.26,143,1,76
3.59,153,0,71
3.27,143,1,71
3.46,152,1,77
3.41,164,0,76
3.51,147,1,68
3.24,151,0,59
3.63,144,1,72
3.46,145,1,75
3.3,135,1,61
3.96,149,1,75
3.79,144,1,77
3.31,155,1,72
3.07,151,1,72
3.64,156,1,85
3.82,155,0,74
3.14,155,1,75
3.69,157,0,70
3.44,145,0,64
3.68,144,0,62
3.9,152,0,70
3.68,154,1,70
3.82,157,1,84
3.15,147,1,70
3.66,146,0,60
3.24,143,1,70
3.64,156,0,73
3.14,146,0,64
3.62,153,1,80
3.28,151,1,72
3.32,149,0,68
3.52,155,0,71
3.29,148,1,70
3.87,153,1,83
3.55,153,1,75
3.31,148,1,73
3.66,159,0,72
3.69,155,0,66
3.7,156,0,67
3.21,154,1,68
3.63,154,1,76
3.43,153,1,79
3.36,146,1,75
3.31,147,0,62
3.46,153,1,72
3.31,145,1,69
3.52,145,0,58
3.77,145,0,61
3.41,143,0,66
3.4,140,1,80
3.26,159,0,72
3.44,145,1,60
2.72,143,0,59
3.67,144,1,76
3.49,147,1,68
3.27,144,1,69
3.64,159,0,79
3.19,145,1,78
3.43,142,0,61
3.32,148,0,66
3.3,149,1,75
3.66,146,0,64
3.11,157,0,63
3.52,149,1,77
3.55,154,1,80
3.66,148,1,73
3.13,147,1,71
3.61,151,1,77
3.3,144,0,66
3.73,151,1,76
3.32,155,0,60
3.55,148,1,82
3.31,156,1,76
3.45,157,0,71
3.45,144,0,63
3.83,149,1,78
3.78,148,1,68
3.58,153,1,76
3.75,153,0,65
3.27,151,1,71
3.43,155,1,77
3.12,150,0,62
3.1,150,1,70
3.44,152,0,67
3.35,161,0,63
3.96,149,1,72
3.22,147,0,58
3.48,160,0,79
3.47,148,1,76
3.79,154,0,64
3.42,146,1,80
3.5,146,1,72
3.68,155,0,69
3.24,149,0,65
3.45,163,0,74
3.5,143,1,70
3.27,150,0,64
3.05,146,1,66
3.17,143,1,70
3.31,153,0,67
3.45,163,0,73
3.36,147,1,66
3.34,153,0,63
3.27,152,0,62
3.09,147,1,78
3.55,151,0,61
3.39,154,0,66
3.68,152,0,59
3.32,155,0,62
3.49,141,1,70
3.14,151,1,70
3.67,159,0,71
3.97,147,0,67
3.46,145,1,70
3.5,156,0,68
3.6,143,0,59
3.56,148,1,70
3.83,153,0,69
3.69,155,0,66
3.84,157,0,73
3.5,156,1,83
3.56,145,0,69
3.22,162,0,79
3.37,137,1,69
3.29,139,0,60
3.71,152,1,86
3.41,152,1,70
3.74,146,1,83
3.78,142,1,61
3.13,144,1,64
3.57,158,0,70
3.08,148,0,62
3.44,150,1,77
3.45,152,0,64
3.81,152,0,73
3.29,149,0,70
3.52,152,0,69
3.6,138,1,72
3.74,147,0,64
3.7,157,1,74
3.41,149,1,77
3.85,154,0,70
3.59,161,0,68
3.62,143,0,61
3.45,160,1,75
3.23,151,1,79
3.27,143,0,52
3.33,146,1,78
3.12,151,0,62
3.5,159,1,83
3.05,153,1,74
3.71,157,1,89
3.75,146,0,68
3.71,146,0,66
3.39,147,1,70
3.15,136,1,68
3.26,162,0,66
3.39,150,1,87
3.55,158,0,78
3.53,151,0,65
3.1,147,0,64
3.8,149,1,84
